Ward,Old Ward Code,Local Authority,ward_name,Geography,2010-14;Male;Life expectancy at birth,2010-14;Female;Life expectancy at birth,Median monthly houshold income,Employment rate 2011 (16-64),well-being scores,percent_green,access_to_open_space
E05000608,00BHGR,Waltham Forest,William Morris,Ward,78.3,83.7,35070,68.1,7.766306459,27.60255681,34.9
E05000609,00BHGS,Waltham Forest,Wood Street,Ward,78,85,35130,66.2,7.766306459,52.67498083,4.48
E05000610,00BJFZ,Wandsworth,Balham,Ward,82.5,85.6,53420,83,7.450091055,26.83097608,53.85
E05000611,00BJGA,Wandsworth,Bedford,Ward,78.1,82.9,46410,80,7.614592821,53.36892063,48.96
E05000612,00BJGB,Wandsworth,Earlsfield,Ward,79.3,85,44360,79,7.614592821,25.52853759,85.31
E05000613,00BJGC,Wandsworth,East Putney,Ward,80.8,86.6,49010,81.7,7.990104503,37.51968575,60
E05000614,00BJGD,Wandsworth,Fairfield,Ward,79.8,82.2,48590,83.9,7.990104503,12.1867198,21.41
E05000614,00BJGD,Wandsworth,Fairfield,Ward,79.8,82.2,48590,83.9,7.990104503,12.1867198,81.36
E05000614,00BJGD,Wandsworth,Fairfield,Ward,79.8,82.2,48590,83.9,7.990104503,17.97641325,21.41
E05000614,00BJGD,Wandsworth,Fairfield,Ward,79.8,82.2,48590,83.9,7.990104503,17.97641325,81.36
E05000615,00BJGE,Wandsworth,Furzedown,Ward,80.9,83.9,38240,70.6,7.614592821,37.74666487,40.98
E05000616,00BJGF,Wandsworth,Graveney,Ward,79.6,85,37960,72.6,7.614592821,28.31860374,37.65
E05000616,00BJGF,Wandsworth,Graveney,Ward,79.6,85,37960,72.6,7.614592821,28.31860374,78.4
E05000616,00BJGF,Wandsworth,Graveney,Ward,79.6,85,37960,72.6,7.614592821,20.53162546,37.65
E05000616,00BJGF,Wandsworth,Graveney,Ward,79.6,85,37960,72.6,7.614592821,20.53162546,78.4
E05000617,00BJGG,Wandsworth,Latchmere,Ward,77.1,84,34990,70.6,7.450091055,28.25103312,29.81
E05000618,00BJGH,Wandsworth,Nightingale,Ward,78.3,80.9,50790,81.3,7.614592821,27.52809759,68.41
E05000619,00BJGJ,Wandsworth,Northcote,Ward,83.9,87.9,55810,83.9,7.450091055,41.20741631,43.58
E05000620,00BJGK,Wandsworth,Queenstown,Ward,78.5,85.8,39580,75.4,7.450091055,26.64309941,40.78
E05000621,00BJGL,Wandsworth,Roehampton,Ward,77.3,82.2,30320,59.8,7.990104503,,
E05000622,00BJGM,Wandsworth,St Marys Park,Ward,76.7,81.3,44720,77.4,7.450091055,,
E05000623,00BJGN,Wandsworth,Shaftesbury,Ward,79.1,86.9,50410,83,7.450091055,14.93383364,20.66
E05000624,00BJGP,Wandsworth,Southfields,Ward,81.2,85.2,48160,80.9,7.990104503,28.94177135,72.76
E05000625,00BJGQ,Wandsworth,Thamesfield,Ward,82.6,89.2,55380,83.4,7.990104503,29.24591315,64.53
E05000626,00BJGR,Wandsworth,Tooting,Ward,79.1,83.8,36000,67.7,7.614592821,36.72934288,84.2
E05000627,00BJGS,Wandsworth,Wandsworth Common,Ward,80.5,82.6,51420,71,7.614592821,56.06795834,79.06
E05000628,00BJGT,Wandsworth,West Hill,Ward,77.8,81.8,40360,73.1,7.990104503,49.76743859,87.27
E05000629,00BJGU,Wandsworth,West Putney,Ward,78.9,82.2,43280,72.6,7.990104503,41.65368809,77.03
E05000630,00BKGA,"Westminster, City of",Abbey Road,Ward,86.5,88.7,52200,67.9,7.993658329,41.14912613,16.64
E05000631,00BKGB,"Westminster, City of",Bayswater,Ward,83.2,85.3,49960,73.9,7.934761553,21.83147549,6.44
E05000632,00BKGC,"Westminster, City of",Bryanston and Dorset Square,Ward,85.3,85.5,51370,66.6,7.934761553,8.568266956,30.19
E05000633,00BKGD,"Westminster, City of",Churchill,Ward,80.5,86.5,39530,63.4,8.006510978,14.91872304,63.24
E05000634,00BKGE,"Westminster, City of",Church Street,Ward,79.2,83.4,26290,48.7,7.993658329,19.37338994,51.69
E05000635,00BKGF,"Westminster, City of",Harrow Road,Ward,77.9,85,35000,63.4,7.993658329,20.55271322,31.16
E05000636,00BKGG,"Westminster, City of",Hyde Park,Ward,81.2,85.8,46880,62.4,7.934761553,15.5517557,36.3
E05000637,00BKGH,"Westminster, City of",Knightsbridge and Belgravia,Ward,89.3,93.1,88330,56.5,8.006510978,59.96363997,36.33
E05000638,00BKGJ,"Westminster, City of",Lancaster Gate,Ward,84.3,86.5,49290,71.2,7.934761553,21.27550653,1.86
E05000639,00BKGK,"Westminster, City of",Little Venice,Ward,82.1,87.1,48770,69.4,7.993658329,37.15388174,70.41
E05000640,00BKGL,"Westminster, City of",Maida Vale,Ward,81.5,85.6,45660,70.4,7.993658329,45.43618565,23.58
E05000641,00BKGM,"Westminster, City of",Marylebone High Street,Ward,84.6,87,58370,71.4,7.934761553,10.93702496,4.46
E05000642,00BKGN,"Westminster, City of",Queens Park,Ward,78.2,83.1,32260,59,7.993658329,39.45882155,28.6
E05000643,00BKGP,"Westminster, City of",Regents Park,Ward,83.3,87.5,46510,62.4,7.993658329,,
E05000644,00BKGQ,"Westminster, City of",St Jamess,Ward,85.1,87,52520,67.7,8.006510978,,
E05000645,00BKGR,"Westminster, City of",Tachbrook,Ward,83.3,84.2,47340,75.2,8.006510978,19.67552363,90.84
E05000646,00BKGS,"Westminster, City of",Vincent Square,Ward,80.1,84.7,46550,69,8.006510978,16.85586253,92.56
E05000647,00BKGT,"Westminster, City of",Warwick,Ward,81.1,87.9,50250,73.8,8.006510978,11.1444578,3.78
E05000648,00BKGU,"Westminster, City of",Westbourne,Ward,75.3,80.7,32390,59,7.993658329,29.44153035,72.76
E05000649,00BKGW,"Westminster, City of",West End,Ward,81.7,84.9,54970,71.3,8.006510978,5.732626034,39.68
